time,open,high,low,close,volume
2025-05-07 09:55:00 EDT,113.06,113.3158,113.025,113.26,1628546
2025-05-07 10:00:00 EDT,113.27,113.41,113.0301,113.29,1516728
2025-05-07 10:05:00 EDT,113.285,113.65,113.2,113.5989,1865378
2025-05-07 10:10:00 EDT,113.595,113.63,113.195,113.425,1543136
2025-05-07 10:15:00 EDT,113.425,113.465,113.1448,113.259,1399679
2025-05-07 10:20:00 EDT,113.246,113.46,113.1501,113.42,1214164
2025-05-07 10:25:00 EDT,113.4187,113.52,113.26,113.4803,1334975
2025-05-07 10:30:00 EDT,113.48,113.67,113.43,113.5589,1381894
2025-05-07 10:35:00 EDT,113.56,113.67,113.49,113.59,1269803
2025-05-07 10:40:00 EDT,113.595,113.64,113.34,113.46,1214256
2025-05-07 10:45:00 EDT,113.4502,113.5,113.34,113.3825,814020
2025-05-07 10:50:00 EDT,113.385,113.5,113.1,113.15,1307060
2025-05-07 10:55:00 EDT,113.155,113.28,112.95,113.1803,2029540
2025-05-07 11:00:00 EDT,113.18,113.27,112.9301,113.19,1255063
2025-05-07 11:05:00 EDT,113.21,113.32,113.04,113.265,1049623
2025-05-07 11:10:00 EDT,113.27,113.4199,113.06,113.14,1111790
2025-05-07 11:15:00 EDT,113.145,113.38,113.125,113.325,901248
2025-05-07 11:20:00 EDT,113.325,113.5,113.2431,113.461,933826
2025-05-07 11:25:00 EDT,113.46,113.47,113.13,113.295,966147
2025-05-07 11:30:00 EDT,113.29,113.43,113.23,113.305,668232
2025-05-07 11:35:00 EDT,113.305,113.64,113.25,113.6287,1190895
2025-05-07 11:40:00 EDT,113.63,114.04,113.605,114.0199,2339924
2025-05-07 11:45:00 EDT,114.0237,114.035,113.7,113.885,1510926
2025-05-07 11:50:00 EDT,113.88,114.22,113.8101,114.125,1670063
2025-05-07 11:55:00 EDT,114.12,114.21,113.94,114.01,1076534
2025-05-07 12:00:00 EDT,114.0,114.0,113.865,113.935,684848
2025-05-07 12:05:00 EDT,113.935,114.0,113.82,113.915,791825
2025-05-07 12:10:00 EDT,113.92,114.005,113.82,113.875,735828
2025-05-07 12:15:00 EDT,113.8772,113.89,113.65,113.8484,947997
2025-05-07 12:20:00 EDT,113.845,113.87,113.5,113.635,1081955
2025-05-07 12:25:00 EDT,113.63,113.78,113.62,113.6799,756234
2025-05-07 12:30:00 EDT,113.68,113.84,113.5949,113.835,748461
2025-05-07 12:35:00 EDT,113.83,113.88,113.72,113.8148,541723
2025-05-07 12:40:00 EDT,113.815,113.99,113.795,113.91,844156
2025-05-07 12:45:00 EDT,113.905,113.94,113.76,113.88,625526
2025-05-07 12:50:00 EDT,113.8805,114.05,113.8584,114.01,700277
2025-05-07 12:55:00 EDT,114.015,114.1,113.8801,113.9298,714194
2025-05-07 13:00:00 EDT,113.92,113.985,113.81,113.915,816557
2025-05-07 13:05:00 EDT,113.9187,113.96,113.83,113.9482,468827
2025-05-07 13:10:00 EDT,113.945,114.14,113.89,114.06,848450
2025-05-07 13:15:00 EDT,114.06,114.07,113.89,113.895,667487
